District,Mandal,RBK,QTY(MTs),No Of Farmers,Amount(Rs),Season
KURNOOL,BANAGANAPALLI,VENKATAPURAM,243,3,449550,Kharif_2020
KURNOOL,KODUMUR,YERRADODDI,116.5,3,215525,Kharif_2020
KURNOOL,SIRIVELLA,SIRIVELLA1,78,1,144300,Kharif_2020
KURNOOL,BETHAMCHERLA,GORUMANKONDA,156,3,288600,Kharif_2020
KURNOOL,PEAPULLY,NEREDUCHERLA,39,1,72150,Kharif_2020
KURNOOL,PEAPULLY,PEAPULLY1,6.5,1,13975,Kharif_2020
KURNOOL,PAGIDYALA,PAGIDYALA2,10842,185,20057700,Kharif_2020
KURNOOL,PAMULAPADU,PAMULAPADU1,15415.5,201,28518675,Kharif_2020
KURNOOL,PAMULAPADU,JUTUR1,18134,255,33547900,Kharif_2020
KURNOOL,PAGIDYALA,PAGIDYALA1,9743,157,18024550,Kharif_2020
KURNOOL,NANDIKOTKUR URBAN,10BOLLAVARAM,17264.5,221,31939325,Kharif_2020
KURNOOL,KOTHAPALLI,KOTHAPALLE,7733,126,14306050,Kharif_2020
KURNOOL,GADIVEMULA,BUJANUR,3214,56,5945900,Kharif_2020
KURNOOL,MIDTHUR,CHINTALAPALLI,5968,69,11040800,Kharif_2020
KURNOOL,ORVKAL,NANNUR2,1931,17,3572350,Kharif_2020
KURNOOL,BANAGANAPALLI,YAGANTIPALLE,4271.5,99,7902275,Kharif_2020
KURNOOL,NANDYAL,UDUMALPURAM,1771,22,3276350,Kharif_2020
KURNOOL,TUGGALI,RATNA,348.5,20,1777350,Rabi_2020
KURNOOL,UYYALAWADA,ALLUR,63,2,116550,Kharif_2020
KURNOOL,BETHAMCHERLA,KOLUMULAPALLE,593,99,1274950,Kharif_2020
KURNOOL,ATMAKURKNL URBAN,BAPANANTAPURAM,4983,66,9218550,Kharif_2020
KURNOOL,ORVKAL,UPPALAPADU,8882,110,16431700,Kharif_2020
KURNOOL,PAGIDYALA,NEHRUNAGAR2,4841,96,8955850,Kharif_2020
KURNOOL,ATMAKUR,VADLARAMAPURAM,6573.5,105,12160975,Kharif_2020
KURNOOL,KOTHAPALLI,SIVAPURAM,5741,77,10620850,Kharif_2020
KURNOOL,PEAPULLY,PEAPULLY3,76,5,163400,Kharif_2020
KURNOOL,BANAGANAPALLI,THIMMAPURAM,235,8,434750,Kharif_2020
KURNOOL,DHONE,CHANUGONDLA,2301.5,185,4948225,Kharif_2020
KURNOOL,BANAGANAPALLI,BANAGANAPALLI4,892,13,1650200,Kharif_2020
KURNOOL,ATMAKUR,KURUKUNDA1,10374.5,149,19192825,Kharif_2020
KURNOOL,MAHANANDI,SEETHARAMPURAM,1187.5,19,2196875,Kharif_2020
KURNOOL,TUGGALI,SHABASPURAM,178,38,382700,Kharif_2020
KURNOOL,KALLUR,PEDDAPADU,1231.5,34,2278275,Kharif_2020
KURNOOL,ORVKAL,N-KONTHALAPADU,2990.5,30,5532425,Kharif_2020
KURNOOL,RUDRAVARAM,KOTAKONDA,429.5,9,794575,Kharif_2020
KURNOOL,TUGGALI,MUKKELLA,688.8,120,3099600,Kharif_2020
KURNOOL,TUGGALI,MARELLA,106.8,19,480600,Kharif_2020
KURNOOL,TUGGALI,UPPARALAPALLI,135.9,19,611550,Kharif_2020
KURNOOL,DEVANAKONDA,PKOTAKONDA2,677.25,87,3047625,Kharif_2020
KURNOOL,TUGGALI,YEDDULADODDI,50.4,8,226800,Kharif_2020
KURNOOL,HALAHARVI,BAPURAM,1094.5,45,5581950,Rabi_2020
KURNOOL,PAMULAPADU,ISKALA,632,51,3223200,Rabi_2020
KURNOOL,ATMAKUR,KARIVENA,86,6,438600,Rabi_2020
KURNOOL,GADIVEMULA,GADIVEMULA2,2323.5,32,4298475,Kharif_2020
KURNOOL,BANAGANAPALLI,NANDAVARAM2,390,7,721500,Kharif_2020
KURNOOL,RUDRAVARAM,RUDRAVARAM1,764.5,16,1414325,Kharif_2020
KURNOOL,KALLUR,PUSULUR,1134,24,2097900,Kharif_2020
KURNOOL,BETHAMCHERLA,GUTUPALLE,72,9,154800,Kharif_2020
KURNOOL,DEVANAKONDA,PALLEDODDI,33.95,7,152775,Kharif_2020
KURNOOL,ALLAGADDA,R.KRISHNAPURAM,43.5,1,80475,Kharif_2020
KURNOOL,VELDURTHY,PULLAGUMMI,141,3,260850,Kharif_2020
KURNOOL,MADDIKERA,M.AGRAHARAM,6.5,1,13975,Kharif_2020
KURNOOL,DEVANAKONDA,CHELLELICHELIMALA,85.05,11,382725,Kharif_2020
KURNOOL,BANDIATMAKUR,BRAHMANAKOTKUR1,62,1,114700,Kharif_2020
KURNOOL,DEVANAKONDA,NELLIBANDA,30.8,3,143211.25,Kharif_2020
KURNOOL,PANYAM,KOWLUR2,345,4,638250,Kharif_2020
KURNOOL,ALLAGADDA URBAN,PERAIPALLI,26.5,1,49025,Kharif_2020
KURNOOL,PEAPULLY,PEAPULLY4,8,1,17200,Kharif_2020
KURNOOL,KODUMUR,PULAKURTHY1,16.5,1,84150,Rabi_2020
KURNOOL,JUPADUBUNGALOW,NAGATOOR,107,1,197950,Kharif_2020
KURNOOL,JUPADUBUNGALOW,VEEPANAGANDLA,111,1,205350,Kharif_2020
KURNOOL,KURNOOL,BASAVAPURAM,355.5,3,657675,Kharif_2020
KURNOOL,KODUMUR,PULAKURTHY2,277.5,2,513375,Kharif_2020
KURNOOL,KODUMUR,GORANTLA1,7,1,35700,Rabi_2020
KURNOOL,PATTIKONDA,PATTIKONDA3,4,1,8600,Kharif_2020
KURNOOL,KURNOOL,JUTUR1,108.5,1,200725,Kharif_2020
KURNOOL,PAMULAPADU,CHELIMELLA,8669.5,119,16038575,Kharif_2020
KURNOOL,ALLAGADDA,G.JAMBULADINNE,8343.5,114,15435475,Kharif_2020
KURNOOL,CHAGALAMARRI,NELAMPADU,2244.5,35,4152325,Kharif_2020
KURNOOL,KOTHAPALLI,KOKKARANCHA,13863,183,25646550,Kharif_2020
KURNOOL,GADIVEMULA,MANCHALAKATTA,475.5,10,879675,Kharif_2020
KURNOOL,PEAPULLY,NEREDUCHERLA,2147.5,278,4617125,Kharif_2020
KURNOOL,MAHANANDI,BOLLAVARAM,2047,26,3786950,Kharif_2020
KURNOOL,KURNOOL,SUNKESULA,281.5,4,520775,Kharif_2020
KURNOOL,PAGIDYALA,LAXMAPURAM3,2661.5,42,4923775,Kharif_2020
KURNOOL,CHAGALAMARRI,MALLEVEMULLA,1046.5,22,1936025,Kharif_2020
KURNOOL,PANYAM,PANYAM1,2122,39,3925700,Kharif_2020
KURNOOL,SIRIVELLA,MAHADEVAPURAM,4799.5,72,8879075,Kharif_2020
KURNOOL,KURNOOL,GARGEYAPURAM2,5489.5,53,10155575,Kharif_2020
KURNOOL,NANDIKOTKUR,KONIDELA2,2090.5,28,3867425,Kharif_2020
KURNOOL,KURNOOL,G.SINGAVARAM,3240,49,5994000,Kharif_2020
KURNOOL,BANAGANAPALLI,MEERAPURAM,180,4,333000,Kharif_2020
KURNOOL,KALLUR,BASTIPADU,2337.5,48,4324375,Kharif_2020
KURNOOL,KOTHAPALLI,MUSALIMADUGU,2126.5,29,3934025,Kharif_2020
KURNOOL,ALLAGADDA,PATHAKANDUKUR,1680,15,3108000,Kharif_2020
KURNOOL,SANJAMALA,MUDIGEDU,839.5,13,1553075,Kharif_2020
KURNOOL,BETHAMCHERLA,BETHAMCHERLA2,65,6,139750,Kharif_2020
KURNOOL,BANAGANAPALLI,I.KOTHAPETA,1028.5,15,1902725,Kharif_2020
KURNOOL,MADDIKERA,MADDIKERA2,51.5,7,110725,Kharif_2020
KURNOOL,PEAPULLY,PEAPULLY2,74.5,8,160175,Kharif_2020
KURNOOL,PEAPULLY,KALACHETLA,62.5,8,134375,Kharif_2020
KURNOOL,KRISHNAGIRI,KAMBALAPADU,297.7,35,1345075,Kharif_2020
KURNOOL,PEAPULLY,BOINCHERVUPALLI,73.85,16,335580,Kharif_2020
KURNOOL,PEAPULLY,HUSSAINAPURAM,134,13,288100,Kharif_2020
KURNOOL,KODUMUR,VENKATAGIRI,755.5,41,3853050,Rabi_2020
KURNOOL,KALLUR,PEDDAPADU,121.5,9,619650,Rabi_2020
KURNOOL,ALUR,HATHIBELAGAL,2444,127,12464400,Rabi_2020
KURNOOL,BANDIATMAKUR,BANDIATMAKUR1,703,8,1300550,Kharif_2020
KURNOOL,NANDYAL,CHAPIREVULA,402.5,14,744625,Kharif_2020
KURNOOL,PANYAM,NERAWADA,1450,23,2682500,Kharif_2020
KURNOOL,KODUMUR,LADDAGIRI1,139.5,3,258075,Kharif_2020
KURNOOL,BETHAMCHERLA,BETHAMCHERLA4,118.5,13,254775,Kharif_2020
KURNOOL,KURNOOL,NIDZUR,34.5,1,63825,Kharif_2020
KURNOOL,KALLUR,LAXMIPURAM1,1129.5,30,2089575,Kharif_2020
KURNOOL,DHONE,VENKATANAYUNIPALLI,56.5,8,121475,Kharif_2020
KURNOOL,JUPADUBUNGALOW,10BOLLAVARAM,225,2,416250,Kharif_2020
KURNOOL,NANDIKOTKUR URBAN,VEEPANAGANDLA,619.5,10,1146075,Kharif_2020
KURNOOL,HOLAGUNDA,VANDAVAGALI,98.5,7,502350,Rabi_2020
KURNOOL,BANAGANAPALLI,RAMATHEERTHAM,514.5,10,951825,Kharif_2020
KURNOOL,TUGGALI,RATNA,19.2,3,86400,Kharif_2020
KURNOOL,KODUMUR,AMADAGUNTLA,20.5,1,37925,Kharif_2020
KURNOOL,KOILKUNTLA,REVANUR,47.5,1,87875,Kharif_2020
KURNOOL,PEAPULLY,N.RACHERLA,38.85,7,175910,Kharif_2020
KURNOOL,PANYAM,KOWLUR2,269.5,4,1374450,Rabi_2020
KURNOOL,DEVANAKONDA,JILLEDUBUDAKALA,7.35,1,33075,Kharif_2020
KURNOOL,ORVKAL,HUSSINAINAPURAM1,90,2,166500,Kharif_2020
KURNOOL,PEAPULLY,PEAPULLY1,13.5,1,24975,Kharif_2020
KURNOOL,BETHAMCHERLA,GORUMANKONDA,22.5,1,48375,Kharif_2020
KURNOOL,TUGGALI,THUGGALI,10,2,21500,Kharif_2020
KURNOOL,KODUMUR,GORANTLA1,82.5,2,152625,Kharif_2020
KURNOOL,GOSPADU,DEEBAGUNTLA,29.5,1,54575,Kharif_2020
KURNOOL,KODUMUR,KODUMUR5,111,1,205350,Kharif_2020
KURNOOL,DORNIPADU,W.GOVINDINNE,95.5,2,176675,Kharif_2020
KURNOOL,NANDAVARAM,MUGATHI1,43.5,1,80475,Kharif_2020
KURNOOL,KURNOOL,NIDZUR,23,1,117300,Rabi_2020
KURNOOL,PAMULAPADU,VEMPENTA,19374,277,35841900,Kharif_2020
KURNOOL,PAMULAPADU,BHANUMUKKALA,30987.5,356,57326875,Kharif_2020
KURNOOL,VELGODE,VELPANUR1,30305.5,260,56065175,Kharif_2020
KURNOOL,KOTHAPALLI,GOKAVARAM,14336,183,26521600,Kharif_2020
KURNOOL,GADIVEMULA,KORRAPOLUR,5798,73,10726300,Kharif_2020
KURNOOL,KURNOOL,PASUPULA2,6789,64,12559650,Kharif_2020
KURNOOL,MIDTHUR,MIDTHUR1,9370.5,171,17335425,Kharif_2020
KURNOOL,ALLAGADDA,PERAIPALLI,3706.5,45,6857025,Kharif_2020
KURNOOL,ORVKAL,BRAHMANAPALLE,5644.5,76,10442325,Kharif_2020
KURNOOL,NANDIKOTKUR,MALYALA,13225.5,183,24467175,Kharif_2020
KURNOOL,NANDYAL,PONNAPURAM1,2903.5,36,5371475,Kharif_2020
KURNOOL,JUPADUBUNGALOW,TATIPADU,9201,165,17021850,Kharif_2020
KURNOOL,GADIVEMULA,PESARAVAYI,20820.5,231,38517925,Kharif_2020
KURNOOL,RUDRAVARAM,MUTHALUR,6958,144,12872300,Kharif_2020
KURNOOL,ATMAKUR,PINNAPURAM,4490,66,8306500,Kharif_2020
KURNOOL,TUGGALI,GIRIGETLA,145,17,311750,Kharif_2020
KURNOOL,NANDIKOTKUR,SATHANIKOTA,10030.5,145,18556425,Kharif_2020
KURNOOL,MIDTHUR,DEVANUR,1135,21,2099750,Kharif_2020
KURNOOL,JUPADUBUNGALOW,TANGADANCHA,10082.5,120,18652625,Kharif_2020
KURNOOL,PANYAM,ALAMUR,1213.5,19,2244975,Kharif_2020
KURNOOL,MIDTHUR,NAGALOOTY,2735,44,5059750,Kharif_2020
KURNOOL,UYYALAWADA,MAYALUR,248,6,458800,Kharif_2020
KURNOOL,PAGIDYALA,NEHRUNAGAR1,4277,101,7912450,Kharif_2020
KURNOOL,MIDTHUR,THALAGANUR,5847.5,87,10817875,Kharif_2020
KURNOOL,SANJAMALA,KAMALAPURI,202.5,4,374625,Kharif_2020
KURNOOL,ORVKAL,SOMAYAJULAPALLE,226,6,418100,Kharif_2020
KURNOOL,ALLAGADDA,MITTAPALLI,1009.5,15,1867575,Kharif_2020
KURNOOL,MIDTHUR,MALYALA,844.5,7,1562325,Kharif_2020
KURNOOL,NANDYAL,POLUR,1420.5,20,2627925,Kharif_2020
KURNOOL,OWK,CHANUGONDLA,614.5,8,1136825,Kharif_2020
KURNOOL,GADIVEMULA,GADIGAREVULA,1192.5,14,2206125,Kharif_2020
KURNOOL,ORVKAL,UYYALAWADA,4797,55,8874450,Kharif_2020
KURNOOL,BETHAMCHERLA,HKOTTALA,366.5,50,787975,Kharif_2020
KURNOOL,ALLAGADDA,NALLAGATLA,40,1,74000,Kharif_2020
KURNOOL,RUDRAVARAM,R.NAGULAVARAM,1349,21,2495650,Kharif_2020
KURNOOL,GUDURKNL URBAN,GUDIPADU,112,3,207200,Kharif_2020
KURNOOL,TUGGALI,CHENNAMPALLI,107.5,15,231125,Kharif_2020
KURNOOL,DEVANAKONDA,KAPPATRALLA,450.8,53,2118383.75,Kharif_2020
KURNOOL,TUGGALI,KADAMAKUNTLA,27.6,5,124200,Kharif_2020
KURNOOL,TUGGALI,PAGIDIROY,418.2,85,1881900,Kharif_2020
KURNOOL,TUGGALI,CHENNAMPALLI,561.9,98,2528550,Kharif_2020
KURNOOL,DEVANAKONDA,PKOTAKONDA1,129.15,18,581175,Kharif_2020
KURNOOL,HOLAGUNDA,HEBBATAM,279.5,13,1425450,Rabi_2020
KURNOOL,TUGGALI,RAMPALLI,246,43,528900,Kharif_2020
KURNOOL,MIDTHUR,KADUMUR,2636,47,4876600,Kharif_2020
KURNOOL,GUDURKNL URBAN,CHANUGONDLA2,104,5,530400,Rabi_2020
KURNOOL,PANYAM,BALAPANUR,363.5,11,1853850,Rabi_2020
KURNOOL,KURNOOL,B.THANDRAPADU2,829,8,1533650,Kharif_2020
KURNOOL,SIRIVELLA,BOYALAKUNTLA,959.5,14,1775075,Kharif_2020
KURNOOL,CHAGALAMARRI,CHAGALAMARRI4,21,1,38850,Kharif_2020
KURNOOL,NANDYAL,PEDDAKOTTALA,1761.5,28,3258775,Kharif_2020
KURNOOL,GOSPADU,YALLURU1,1225,13,2266250,Kharif_2020
KURNOOL,KRISHNAGIRI,TALLAGOKULAPADU,177.5,2,328375,Kharif_2020
KURNOOL,VELDURTHY,MALYALA,462.5,4,855625,Kharif_2020
KURNOOL,PANYAM,GONAVARAM,131,3,242350,Kharif_2020
KURNOOL,DHONE,CHINNAMALKAPURAM1,15.5,2,33325,Kharif_2020
KURNOOL,KRISHNAGIRI,THOGARCHEDU,35.4,6,159300,Kharif_2020
KURNOOL,BANAGANAPALLI,BANAGANAPALLI2,142.5,4,263625,Kharif_2020
KURNOOL,ALLAGADDA URBAN,G.JAMBULADINNE,350,5,647500,Kharif_2020
KURNOOL,UYYALAWADA,HARIVARAM,72,2,133200,Kharif_2020
KURNOOL,RUDRAVARAM,PERUR,2159,45,3994150,Kharif_2020
KURNOOL,MAHANANDI,GOPAVARAM,1158.5,15,2143225,Kharif_2020
KURNOOL,KOILKUNTLA,BIJINAVEMULA,77,1,142450,Kharif_2020
KURNOOL,BETHAMCHERLA,RSRANGAPURAM2,7.5,1,16125,Kharif_2020
KURNOOL,KALLUR,LAXMIPURAM2,90,3,166500,Kharif_2020
KURNOOL,BANAGANAPALLI,TANGUTUR,293,5,542050,Kharif_2020
KURNOOL,KALLUR,PARLA1,90.5,2,167425,Kharif_2020
KURNOOL,BETHAMCHERLA,MUDDAVARAM,125,3,231250,Kharif_2020
KURNOOL,PEAPULLY,PEAPULLY3,54,1,99900,Kharif_2020
KURNOOL,PEAPULLY,CHANDRAPALLI,68,1,125800,Kharif_2020
KURNOOL,UYYALAWADA,THUDUMULADINNE,248.5,4,459725,Kharif_2020
KURNOOL,KURNOOL,E.THANDRAPADU1,75,2,138750,Kharif_2020
KURNOOL,KODUMUR,VARKUR2,9,1,45900,Rabi_2020
KURNOOL,BANAGANAPALLI,BANAGANAPALLI1,32.5,1,60125,Kharif_2020
KURNOOL,GOSPADU,PASURAPADU,180,1,333000,Kharif_2020
PRAKASAM,MUNDLAMURU,PEDAULLAGALLU,90,5,193500,Kharif_2020
PRAKASAM,KKMITLA,CHINARIKATLA,10,1,21500,Kharif_2020
PRAKASAM,TALLUR,EASTGANGAVARAM,12,1,25800,Kharif_2020
PRAKASAM,GIDDALUR,THAMBALLAPALLI,67,8,144050,Kharif_2020
PRAKASAM,PONNALUR,CHOWTAPALEM,66,2,141900,Kharif_2020
PRAKASAM,HMPADU,HANUMANTHAPURAM,8,1,17200,Kharif_2020
PRAKASAM,ADDANKI,CHAKRAYAPALEMM,55,2,118250,Kharif_2020
PRAKASAM,DARSI,EASTVEERAYAPALEM,1686.5,59,3625975,Kharif_2020
PRAKASAM,MUNDLAMURU,MARELLA,227.5,3,489125,Kharif_2020
PRAKASAM,MUNDLAMURU,EDARA,1807.5,92,3886125,Kharif_2020
PRAKASAM,BALLIKURAVA,VELEMAVARIPALEM,589,37,1266350,Kharif_2020
PRAKASAM,SNPADU,MADDULURU,229.5,7,493425,Kharif_2020
PRAKASAM,VELIGANDLA,MARAPAGUNTLA,329,20,707350,Kharif_2020
PRAKASAM,CUMBUM,KANDULAPURAM1,195,9,419250,Kharif_2020
PRAKASAM,CSPURAM,UPPALAPADU,590.5,27,1269575,Kharif_2020
PRAKASAM,HMPADU,PEDAGOLLPALLI,44,3,94600,Kharif_2020
PRAKASAM,SANTHAMAGULUR,SANTHAMAGULUR1,207,13,445050,Kharif_2020
PRAKASAM,HMPADU,SEETHARAMAPURAM,359,27,771850,Kharif_2020
PRAKASAM,BALLIKURAVA,KOTHURU,1023.5,59,2200525,Kharif_2020
PRAKASAM,MARTUR,DRONADULA1,1985.5,15,3673175,Rabi_2020
PRAKASAM,BALLIKURAVA,GUNTUPALLI,3947,36,7301950,Rabi_2020
PRAKASAM,TALLUR,DOSAKAYALAPADU,600.5,31,1291075,Kharif_2020
PRAKASAM,TALLUR,NAGAMBHOTLAPALEM,307.5,24,661125,Kharif_2020
PRAKASAM,GIDDALUR,KOMMUNURU,11,1,23650,Kharif_2020
PRAKASAM,MUNDLAMURU,POLAVARAM,402.5,19,865375,Kharif_2020
PRAKASAM,BALLIKURAVA,BALLIKURAVA,164.5,12,353675,Kharif_2020
PRAKASAM,CSPURAM,KOVILAMPADU,104,6,223600,Kharif_2020
PRAKASAM,SNPADU,MYNAMPADU,33.5,1,72025,Kharif_2020
PRAKASAM,CUMBUM,PEDDANALLAKALVA,142.5,12,306375,Kharif_2020
PRAKASAM,CUMBUM,KANDULAPURAM2,295.5,18,1507050,Rabi_2020
PRAKASAM,MARTUR,NAGARAJUPALLI,8.5,1,43350,Rabi_2020
PRAKASAM,KANIGIRI,VANGAPADU,325.5,12,699825,Kharif_2020
PRAKASAM,LINGASAMUDRAM,ANNEBOINAPALLI,57.5,3,123625,Kharif_2020
PRAKASAM,KANIGIRI,CHAKIRALA,259,10,556850,Kharif_2020
PRAKASAM,CHIMAKURTHY,PULIKONDA,48.5,3,104275,Kharif_2020
PRAKASAM,VELIGANDLA,GANNAVARAM,533,35,1145950,Kharif_2020
PRAKASAM,SANTHAMAGULUR,ELCHURU2,85,3,182750,Kharif_2020
PRAKASAM,ADDANKI,CHINNAKOTHAPALLI,120,1,222000,Rabi_2020
PRAKASAM,MUNDLAMURU,EDARA,285.5,4,528175,Rabi_2020
PRAKASAM,ARDHAVEEDU,PAPINENIPALLI,56,4,120400,Kharif_2020
PRAKASAM,ADDANKI URBAN,BODDUVANIPALEM,23,1,49450,Kharif_2020
PRAKASAM,SNPADU,P.THAKKELLAPADU,21,1,107100,Rabi_2020
PRAKASAM,GUDLURU,PARAKONDAPADU,518,26,1113700,Kharif_2020
PRAKASAM,HMPADU,MUPPALLAPADU,690,31,1483500,Kharif_2020
PRAKASAM,BALLIKURAVA,S.L.GUDIPADU,4,1,8600,Kharif_2020
PRAKASAM,BESTAVARIPETA,PITIKAYAGULLA,10,2,21500,Kharif_2020
PRAKASAM,PODILI,PODILI4,395,15,849250,Kharif_2020
PRAKASAM,MUNDLAMURU,VEMULA2,478,25,1027700,Kharif_2020
PRAKASAM,SANTHAMAGULUR,KOPPARAM,90,9,193500,Kharif_2020
PRAKASAM,MUNDLAMURU,NAIDUPALEM,245.5,15,527825,Kharif_2020
PRAKASAM,SANTHAMAGULUR,SANTHAMAGULUR2,196.5,8,422475,Kharif_2020
PRAKASAM,TARLUPADU,TADIVARIPALLI,91,7,195650,Kharif_2020
PRAKASAM,JANAKAVARAMPANGULURU,KONDAMANJULURU,1806.5,14,3342025,Rabi_2020
PRAKASAM,MARTUR,CHIMMIRIBANDA,53.5,4,272850,Rabi_2020
PRAKASAM,PODILI,AMUDALAPALLI,87.5,3,188125,Kharif_2020
PRAKASAM,VVPALEM,POLINENICHERUVU,31,1,66650,Kharif_2020
PRAKASAM,KURICHEDU,KURICHEDU1,180,4,387000,Kharif_2020
PRAKASAM,TARLUPADU,SEETHANAGULAVARAM,141.5,8,304225,Kharif_2020
PRAKASAM,ADDANKI,SINGARAKONDAPALEM,524,11,969400,Rabi_2020
PRAKASAM,MARTUR,KONANKI,2020,16,3737000,Rabi_2020
PRAKASAM,KKMITLA,REGUMANIPALLI,13.5,1,29025,Kharif_2020
PRAKASAM,SNPADU,RUDRAVARAM,19.5,1,41925,Kharif_2020
PRAKASAM,KANIGIRI,CHINAIRLAPADU,20,1,43000,Kharif_2020
PRAKASAM,KANDUKUR,PALUR-DONDAPADU,19,1,40850,Kharif_2020
PRAKASAM,DARSI,EASTCHOWTAPALEM,381.5,19,820225,Kharif_2020
PRAKASAM,DARSI,POTHAKAMURU,41.5,4,89225,Kharif_2020
PRAKASAM,CHIMAKURTHY,CHINARAVIPADU,2382.5,58,5122375,Kharif_2020
PRAKASAM,MUNDLAMURU,PASUPUGALLU,530.5,28,1140575,Kharif_2020
PRAKASAM,MUNDLAMURU,UMAMAHESWARAPURAM,700,61,1505000,Kharif_2020
PRAKASAM,SNPADU,BODDUVARIPALEM,488.5,26,2491350,Rabi_2020
PRAKASAM,VELIGANDLA,VELIGANDLA,1964,104,4222600,Kharif_2020
PRAKASAM,GIDDALUR URBAN,PODALAKONDAPALLI,15.5,1,33325,Kharif_2020
PRAKASAM,ARDHAVEEDU,MOHIDDINPURAM,676,64,1453400,Kharif_2020
PRAKASAM,KOMAROLE,SURAVARIPALLI,1508,91,3242200,Kharif_2020
PRAKASAM,VELIGANDLA,KANKANAMPADU,2663.5,160,5726525,Kharif_2020
PRAKASAM,VVPALEM,CHUNDI,206,14,442900,Kharif_2020
PRAKASAM,BALLIKURAVA,KUKATLAPALLI,710.5,45,1527575,Kharif_2020
PRAKASAM,DARSI,POTHAVARAM,259,19,556850,Kharif_2020
PRAKASAM,TALLUR,MADHAVARAM,43.5,3,93525,Kharif_2020
PRAKASAM,BESTAVARIPETA,CHETTICHERLA,117.5,11,252625,Kharif_2020
PRAKASAM,CHIMAKURTHY,RAJUPALEM-LAXMIPURAM,876.5,26,1884475,Kharif_2020
PRAKASAM,KANIGIRI,YERUVARIPALLI,285.5,18,613825,Kharif_2020
PRAKASAM,PONNALUR,BOGANAMPADU,807,26,1735050,Kharif_2020
PRAKASAM,ADDANKI,SINGARAKONDAPALEM,29.5,1,63425,Kharif_2020
PRAKASAM,CSPURAM,ARIVEMULA,604,30,1298600,Kharif_2020
PRAKASAM,MUNDLAMURU,KELLAMPALLI,801.5,46,1723225,Kharif_2020
PRAKASAM,KOMAROLE,BRAHMANAPALLI,1722.5,97,3703375,Kharif_2020
PRAKASAM,GIDDALUR,GADIKOTA,165.5,11,355825,Kharif_2020
PRAKASAM,KURICHEDU,BODANAMPADU,210.5,10,452575,Kharif_2020
PRAKASAM,KANIGIRI,CHINAALAVALAPADU,193.5,8,416025,Kharif_2020
PRAKASAM,LINGASAMUDRAM,MALAKONDARAYUNIPALEM,69,4,148350,Kharif_2020
PRAKASAM,GUDLURU,CHINALATRAPI,98.5,5,211775,Kharif_2020
PRAKASAM,VELIGANDLA,IMMADICHERUVU,38,1,81700,Kharif_2020
PRAKASAM,MARTUR,VALAPARLA2,393,15,2004300,Rabi_2020
PRAKASAM,KANIGIRI-U,POLAVARAM,67,3,144050,Kharif_2020
PRAKASAM,HMPADU,DASARIPALLI,63.5,5,136525,Kharif_2020
PRAKASAM,VELIGANDLA,MOGALLUR,254.5,14,547175,Kharif_2020
PRAKASAM,CUMBUM,CHINNACUMBUM,43,4,92450,Kharif_2020
PRAKASAM,CUMBUM,KANDULAPURAM3,274.5,12,1399950,Rabi_2020
PRAKASAM,BALLIKURAVA,VALLAPALLI,370.5,5,685425,Rabi_2020
PRAKASAM,KKMITLA,KATRAGUNTA,31,2,66650,Kharif_2020
PRAKASAM,CUMBUM,L.KOTA,85,6,433500,Rabi_2020
PRAKASAM,CSPURAM,DARSIGUNTAPETA,129,7,277350,Kharif_2020
PRAKASAM,CHIMAKURTHY,BANDLAMUDI,84.5,6,181675,Kharif_2020
PRAKASAM,MARTUR,BOLLAPALLI,47.5,2,242250,Rabi_2020
PRAKASAM,BESTAVARIPETA,JBKPURAM,30.5,1,65575,Kharif_2020
PRAKASAM,CSPURAM,CHANDRASEKHARAPURAM2,44.5,3,95675,Kharif_2020
PRAKASAM,KANIGIRI,GUDIPADU,281,13,1433100,Rabi_2020
PRAKASAM,ADDANKI,DHARMAVARAM,286,2,529100,Rabi_2020
PRAKASAM,CHIMAKURTHY,KUNAMNENIVARIPALEM,48,4,103200,Kharif_2020
PRAKASAM,MARRIPUDI,KUCHIPUDI,78.5,4,168775,Kharif_2020
PRAKASAM,PAMUR,RAVIGUNTAPALLI,232.5,16,499875,Kharif_2020
PRAKASAM,JANAKAVARAMPANGULURU,MUPPAVARAM,335,3,619750,Rabi_2020
PRAKASAM,KANIGIRI,YADAVALLI,229,11,492350,Kharif_2020
PRAKASAM,CUMBUM,CUMBUM4,106,6,540600,Rabi_2020
PRAKASAM,KANIGIRI,GOSULAVEEDU,116.5,3,250475,Kharif_2020
PRAKASAM,TARLUPADU,TARLUPADU,31,3,66650,Kharif_2020
PRAKASAM,KOMAROLE,EDAMAKALLU,50,3,107500,Kharif_2020
PRAKASAM,SNPADU,PERNAMITTA,16,1,81600,Rabi_2020
PRAKASAM,ONGOLE,KARAVADI2,46.5,2,237150,Rabi_2020
PRAKASAM,PONNALUR,UPPALADINNE,10,1,21500,Kharif_2020
PRAKASAM,VVPALEM,NEKUNAMPURAM,5,1,10750,Kharif_2020
PRAKASAM,SNPADU,MADDULURU,22.5,1,114750,Rabi_2020
PRAKASAM,MUNDLAMURU,PURIMETLA,943.5,49,2028525,Kharif_2020
PRAKASAM,KOMAROLE,KOMAROLE1,138.5,8,297775,Kharif_2020
PRAKASAM,CHIMAKURTHY,MANCHIKALAPADU,2952,76,6346800,Kharif_2020
PRAKASAM,PODILI,MALLAVARAM,167.5,10,360125,Kharif_2020
